JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2454143.29792,2.0,,,Vis.,KSQ,,19,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454149.3438,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.19 MAG,,,V,,,,BET PER,,STD,,,,
2454150.6,2.1,,,Vis.,LNZ,,1.8,,33,,0,,V,,,,BET PER,,STD,,,,
2454153.6,2.1,,,Vis.,LNZ,,18,33,33,,0,,V,,,,BET PER,,STD,,,,
2454157.3285,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.18 MAG,,,V,,,,BET PER,,STD,,,,
2454173.3097,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.31 MAG,,,V,,,,BET PER,,STD,,,,
2454174.3306,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.25 MAG,,,V,,,,BET PER,,STD,,,,
2454180.27292,1.9,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454180.28264,1.9,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454180.29583,1.9,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454180.30000,1.9,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454180.30972,1.9,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454180.31667,1.9,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454180.33681,1.9,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454180.34167,2.0,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454180.34792,2.0,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454181.24097,1.9,,,Vis.,KSQ,,18,21,123001,,0,,V,,,,BET PER,,STD,,,,
2454184.5,2.1,,,Vis.,LNZ,,13,,33,,0,,V,,,,BET PER,,STD,,,,
2454186.2854,2.6,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454186.2951,2.4,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,,STD,,,,
2454187.2861,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.18 MAG,,,V,,,,BET PER,,STD,,,,
2454188.3125,2.5,,,Vis.,SYI,TO,18,30,,BETA PER = 2.49 MAG,,,V,,,,BET PER,,STD,,,,
2454189.2847,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.21 MAG,,,V,,,,BET PER,,STD,,,,
2454203.2846,2.7,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.3064,2.8,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.3083,2.8,,,Vis.,KJP,,3.0,,SAA 123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.3146,2.9,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.3228,3.1,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.332,3.2,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.3435,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.3557,3.4,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.3620,3.4,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.368,3.4,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454203.3813,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454276.4625,2.4,,,Vis.,SYI,TO,18,30,,BETA PER = 2.39 MAG,,,V,,,,BET PER,,STD,,,,
2454296.3778,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.26 MAG,,,V,,,,BET PER,,STD,,,,
2454297.4486,2.4,,,Vis.,SYI,TO,18,30,,BETA PER = 2.40 MAG,,,V,,,,BET PER,,STD,,,,
2454297.78056,2.3,,,Vis.,MDP,K O,22,31,rasc,"23 comp from Rho Cas ""a"" chart",0,,V,,,,BET PER,,STD,,,,
2454297.79236,2.4,,,Vis.,MDP,K O U,22,31,rasc,"23 comp from Rho Cas ""a"" chart",0,,V,,,,BET PER,,STD,,,,
2454298.4979,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.16 MAG,,,V,,,,BET PER,,STD,,,,
2454299.5139,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.21 MAG,,,V,,,,BET PER,,STD,,,,
2454308.4813,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.22 MAG,,,V,,,,BET PER,,STD,,,,
2454315.4771,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.20 MAG,,,V,,,,BET PER,,STD,,,,
2454322.47778,2.1,,,Vis.,RJG,L,18,21,SAA2001,,0,,V,,,,BET PER,,STD,,,,
2454322.48056,2.1,,,Vis.,CAI,L,18,21,SAA2001,,0,,V,,,,BET PER,,STD,,,,
2454327.4646,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.23 MAG,,,V,,,,BET PER,,STD,,,,
2454339.4215,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.23 MAG,0,,V,,,,BET PER,,STD,,,,
2454339.49375,2.1,,,Vis.,RJG,MU,18,21,SAA2001,,0,,V,,,,BET PER,,STD,,,,
2454339.49444,2.1,,,Vis.,CAI,MU,18,21,SAA2001,,0,,V,,,,BET PER,,STD,,,,
2454343.68194,2.3,,,Vis.,MDP,M,19,22,rasc,,0,,V,,,,BET PER,,STD,,,,
2454343.69514,2.5,,,Vis.,MDP,O ,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.70208,2.5,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.70903,2.5,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.71597,2.6,,,Vis.,MDP,M,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.72292,2.6,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.72986,2.6,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.73681,2.6,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.74375,2.6,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart; more like 2.65,0,,V,,,,BET PER,,STD,,,,
2454343.75069,2.6,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart; more like 2.65,0,,V,,,,BET PER,,STD,,,,
2454343.75764,2.7,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.76458,2.7,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.77153,2.8,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.77917,2.8,,,Vis.,MDP,M,22,27,rasc,,0,,V,,,,BET PER,,STD,,,,
2454343.78542,2.8,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.79236,2.8,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.79931,2.9,,,Vis.,MDP,M O,22,27,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.81389,3.0,,,Vis.,MDP,M O,27,31,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.82083,3.0,,,Vis.,MDP,M O,27,31,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.82778,3.2,,,Vis.,MDP,M O,31,36,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.83333,3.3,,,Vis.,MDP,M O,31,36,rasc,27 comp from rho cas chart,0,,V,,,,BET PER,,STD,,,,
2454343.84028,3.4,,,Vis.,MDP,M O,31,36,rasc,slightly brighter than companion to S,0,,V,,,,BET PER,,STD,,,,
2454343.84722,3.4,,,Vis.,MDP,M O,31,36,rasc,equal to companion to S,0,,V,,,,BET PER,,STD,,,,
2454343.85417,3.4,,,Vis.,MDP,M O,31,36,rasc,",more like 3.35",0,,V,,,,BET PER,,STD,,,,
2454343.86111,3.3,,,Vis.,MDP,M O,31,36,rasc,now brighter than companion to S,0,,V,,,,BET PER,,STD,,,,
2454343.86806,3.3,,,Vis.,MDP,M,31,36,rasc,still brighter than companion to S,0,,V,,,,BET PER,,STD,,,,
2454346.4167,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.17 MAG,0,,V,,,,BETA PER,,STD,,,,
2454355.3366,3.4,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454355.3425,3.4,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454355.3496,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454355.3604,3.2,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454355.3653,3.0,,,Vis.,DAT,,3.0,,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454355.3709,2.9,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454360.4451,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.20 MAG,0,,V,,,,BETA PER,,STD,,,,
2454367.4403,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.26 MAG,0,,V,,,,BETA PER,,STD,,,,
2454372.46111,2.7,,,Vis.,SSW,,21,30,2001,,0,,V,,,,BET PER,,STD,,,,
2454372.48819,2.9,,,Vis.,SSW,,21,30,2001,,0,,V,,,,BET PER,,STD,,,,
2454372.586,3.4,,,Vis.,MBQ,MU,38,34,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454372.599,3.1,,,Vis.,MBQ,MU,34,30,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454372.61,2.9,,,Vis.,MBQ,M,30,29,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454372.626,2.9,,,Vis.,MBQ,M,30,29,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454372.654,2.8,,,Vis.,MBQ,M,29,21,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454372.68,2.7,,,Vis.,MBQ,M,29,21,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454372.7,2.6,,,Vis.,MBQ,M,29,21,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454372.729,2.3,,,Vis.,MBQ,M,29,21,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454386.7014,2.1,,,Vis.,HMQ,,21,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7076,2.1,,,Vis.,HMQ,,21,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7271,2.2,,,Vis.,HMQ,,21,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7368,2.2,,,Vis.,HMQ,,21,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7403,2.3,,,Vis.,HMQ,,21,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7472,2.3,,,Vis.,HMQ,,21,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7604,2.5,,,Vis.,HMQ,,18,21,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7681,2.5,,,Vis.,HMQ,,18,21,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7750,2.5,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7847,2.5,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7917,2.5,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.7986,2.6,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8056,2.6,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8104,2.7,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8125,2.7,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8146,2.8,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8194,2.9,,,Vis.,HMQ,,29,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8264,3.0,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8299,3.1,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8333,3.1,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8368,3.2,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8403,3.2,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8438,3.2,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8472,3.3,,,Vis.,HMQ,,30,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8493,3.4,,,Vis.,HMQ,,30,38,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8507,3.3,,,Vis.,HMQ,,30,38,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8521,3.3,,,Vis.,HMQ,,30,38,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8542,3.2,,,Vis.,HMQ,,30,38,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8576,3.2,,,Vis.,HMQ,,30,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8611,3.2,,,Vis.,HMQ,,30,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8646,3.2,,,Vis.,HMQ,,30,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8681,3.1,,,Vis.,HMQ,,30,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8715,3.1,,,Vis.,HMQ,,30,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8750,3.0,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8819,2.9,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8889,2.9,,,Vis.,HMQ,,29,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.8958,2.8,,,Vis.,HMQ,,29,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.9028,2.7,,,Vis.,HMQ,,29,30,123001,,,,V,,,,BET PER,,STD,,,,
2454386.9097,2.7,,,Vis.,HMQ,,29,,123001,,,,V,,,,BET PER,,STD,,,,
2454386.9167,2.6,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454386.9236,2.5,,,Vis.,HMQ,,21,29,123001,,,,V,,,,BET PER,,STD,,,,
2454387.8868,2.1,,,Vis.,HMQ,,21,,123001,,,,V,,,,BET PER,,STD,,,,
2454388.3651,2.0,,,Vis.,SDAV,B H W,22,18,SPA,VERY =,0,,V,,,,BET PER,,STD,,,,
2454388.6,2.1,,,Vis.,LNZ,,18.38,,"33, 16",,0,,V,,,,BET PER,,STD,,,,
2454391.37708,2.1,,,Vis.,RJG,,18,34,SAA2001 & ,,0,,V,,,,BET PER,,STD,,,,
2454391.37847,2.1,,,Vis.,CAI,,18,34,SAA2001 & ,,0,,V,,,,BET PER,,STD,,,,
2454402.267,2.5,,,Vis.,LTO,,1.9/3.0,,,,,,V,,,,BET PER,,STD,,,,
2454404.281,2.8,,,Vis.,LTO,,1.9/3.0,,,,,,V,,,,BET PER,,STD,,,,
2454410.4090,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.17 MAG,0,,V,,,,BETA PER,,STD,,,,
2454415.3485,2.3,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454415.3583,2.4,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454415.3727,2.5,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454415.3864,2.55,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454415.4070,2.6,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454415.4375,2.5,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.4479,2.5,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.4583,2.7,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.4688,2.9,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.4792,3.0,,,Vis.,CGF,,29,30,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.4896,3.0,,,Vis.,CGF,,29,30,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5000,3.2,,,Vis.,CGF,,30,38,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5104,3.3,,,Vis.,CGF,,30,38,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5208,3.4,,,Vis.,CGF,,30,38,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5313,3.4,,,Vis.,CGF,,30,38,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5417,3.4,,,Vis.,CGF,,30,38,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5521,3.3,,,Vis.,CGF,,30,38,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5625,3.2,,,Vis.,CGF,,30,38,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5729,3.3,,,Vis.,CGF,,30,38,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5833,3.1,,,Vis.,CGF,,29.30.38,,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.5938,2.9,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.6042,2.9,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.6146,2.7,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.6250,2.7,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.6354,2.6,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.6458,2.5,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.6563,2.5,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.6667,2.4,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454415.6771,2.4,,,Vis.,CGF,,21,29,2001,,0,,V,,,,BET PER,,STD,,,,
2454417.98958,2.2,,,Vis.,WRP,,1.8,3.0,AAVSO Atla,,0,,V,,,,BET PER,,STD,,,,
2454424.2543,2.7,,,Vis.,SYI,TO,18,30,,BETA PER = 2.71 MAG,0,,V,,,,BETA PER,,STD,,,,
2454424.2576,2.7,,,Vis.,SYI,TO,18,30,,BETA PER = 2.69 MAG,0,,V,,,,BETA PER,,STD,,,,
2454424.3375,2.6,,,Vis.,SYI,TO,18,30,,BETA PER = 2.56 MAG,0,,V,,,,BETA PER,,STD,,,,
2454432.2104,2.1,,,Vis.,ILE,,000,,999999,,,,V,,,,BET PER,,STD,,,,
2454435.2014,2.1,,,Vis.,ILE,,000,,999999,,,,V,,,,BET PER,,STD,,,,
2454435.555,2.9,,,Vis.,MBQ,,29,,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454435.581,3.1,,,Vis.,MBQ,,30,34,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454435.638,3.0,,,Vis.,MBQ,,30,,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454435.654,2.9,,,Vis.,MBQ,,29,,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454435.688,2.6,,,Vis.,MBQ,,21,29,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454435.706,2.5,,,Vis.,MBQ,,21,29,CES 1/96,,0,,V,,,,BET PER,,STD,,,,
2454437.4340,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.26 MAG,0,,V,,,,BETA PER,,STD,,,,
2454448.28472,2.1,,,Vis.,RJG,,18,29,SAA2001,,0,,V,,,,BET PER,,STD,,,,
2454448.28611,2.1,,,Vis.,CAI,,18,30,SAA2001,,0,,V,,,,BET PER,,STD,,,,
2454460.47708,2.17,0.01,,V,MBE,,46,59,12/99,,1,1.132,V,,,,BET PER,,STD,,,,
2454462.3708,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.29 MAG,0,,V,,,,BETA PER,,STD,,,,
2454464.1801,2.6,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.1927,2.7,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.2121,2.8,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.22292,2.81,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.2241,2.9,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.23472,2.89,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.2391,3.2,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.247,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.25000,2.97,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.2539,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.2609,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.2678,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.26806,3.05,,,Vis.,SSW,T,297,379,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.2756,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.28472,3.22,,,Vis.,SSW,T,297,379,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.2873,3.2,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.2917,3.2,,,Vis.,SYI,TO,30,38,,BETA PER = 3.21 MAG,0,,V,,,,BETA PER,,STD,,,,
2454464.29514,3.30,,,Vis.,SSW,T,297,379,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.2998,3.1,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.30556,3.22,,,Vis.,SSW,,297,379,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.3128,3.0,,,Vis.,DAT,,3.0,,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.31736,3.13,,,Vis.,SSW,T,297,379,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.3243,3.2,,,Vis.,SYI,TO,30,38,,BETA PER = 3.17 MAG,0,,V,,,,BETA PER,,STD,,,,
2454464.327,2.9,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.33264,3.05,,,Vis.,SSW,T,297,379,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.3447,2.8,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454464.35069,2.97,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.36528,2.89,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.37986,2.81,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.39861,2.73,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.42014,2.57,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454464.43611,2.48,,,Vis.,SSW,T,216,297,TYCHO,,0,,V,,,,BET PER,,STD,,,,
2454470.5132,1.8,,,Vis.,SDAV,,18,38,SPA,20,0,,V,,,,BET PER,,STD,,,,
2454472.3833,1.8,,,Vis.,SDAV,,18,22,SPA,=,0,,V,,,,BET PER,,STD,,,,
2454473.2931,2.2,,,Vis.,SDAV,,18,22,SPA,20,0,,V,,,,BET PER,,STD,,,,
2454473.4264,2.3,,,Vis.,SDAV,,18,34,SPA,MID ECLIPSE OBSERVATIONS,0,,V,,,,BET PER,,STD,,,,
2454473.4500,2.1,,,Vis.,SDAV,,18,23,SPA,MID ECLIPSE OBSERVATIONS,0,,V,,,,BET PER,,STD,,,,
2454473.4708,2.2,,,Vis.,SDAV,,22,23,SPA,MID ECLIPSE OBSERVATIONS,0,,V,,,,BET PER,,STD,,,,
2454473.4951,2.2,,,Vis.,SDAV,,22,23,SPA,MID ECLIPSE OBSERVATIONS,0,,V,,,,BET PER,,STD,,,,
2454474.1069,2.3,,,Vis.,SDAV,,18,34,SPA,MID ECLIPSE OBSERVATIONS,0,,V,,,,BET PER,,STD,,,,
2454478.2882,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.17 MAG,0,,V,,,,BETA PER,,STD,,,,
2454480.4361,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.25 MAG,0,,V,,,,BETA PER,,STD,,,,
2454481.2831,2.4,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454481.37500,2.5,,,Vis.,SSW,,21,30,011230,,,,V,,,,BET PER,,STD,,,,
2454481.40764,2.7,,,Vis.,SSW,,21,30,011230,,,,V,,,,BET PER,,STD,,,,
2454481.41667,2.8,,,Vis.,SSW,,21,30,011230,,,,V,,,,BET PER,,STD,,,,
2454481.4201,2.2,,,Vis.,SDAV,M,30,24,SPA,20 Also used comp 34,0,,V,,,,BETA PER,,STD,,,,
